termo_de_busca,titulo_produto,preco,link
cartucho laser hp,Toner Hp Laserjet M1319f Mfp Compatível Evolut 2000 Pág Tinta Preto,33.75,https://www.mercadolivre.com.br/toner-hp-laserjet-m1319f-mfp-compativel-evolut-2000-pag-tinta-preto/p/MLB39310467\#polycard_client=search-nordic&searchVariation=MLB39310467&wid=MLB3991472623&position=18&search_layout=grid&type=product&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db&sid=search
cartucho laser hp,3 Toner Para Impressora Hp Mfp 137fnw 135w 107w 135a 107a,191.45,https://produto.mercadolivre.com.br/MLB-1930554355-3-toner-para-impressora-hp-mfp-137fnw-135w-107w-135a-107a-_JM\#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db&wid=MLB1930554355&sid=search
cartucho laser hp,5pçs Toner Compatível Marca Premium Para Uso Em P1102w 1102w,117,https://www.mercadolivre.com.br/5pcs-toner-compativel-marca-premium-para-uso-em-p1102w-1102w/p/MLB22642771\#polycard_client=search-nordic&searchVariation=MLB22642771&wid=MLB4048155443&position=4&search_layout=grid&type=product&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db&sid=search
cartucho laser hp,Toner Para Hp Laserjet P1005 M1132 P1102w Compatível Evolut Tinta Preto,48.22,https://www.mercadolivre.com.br/toner-para-hp-laserjet-p1005-m1132-p1102w-compativel-evolut-tinta-preto/p/MLB48701438\#polycard_client=search-nordic&searchVariation=MLB48701438&wid=MLB5358203222&position=11&search_layout=grid&type=product&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db&sid=search
cartucho laser hp,Toner Compatível Evolut Ce285a 3 Unidades Laser,109.90,https://produto.mercadolivre.com.br/MLB-4247313032-toner-compativel-evolut-ce285a-3-unidades-laser-_JM?searchVariation=179333782652\#polycard_client=search-nordic&searchVariation=179333782652&position=49&search_layout=grid&type=item&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db
cartucho laser hp,kit 4 Cartucho Toner 135a 135w Sem Chip 105a W1105a,153,https://www.mercadolivre.com.br/kit-4-cartucho-toner-135a-135w-sem-chip-105a-w1105a/p/MLB23517098\#polycard_client=search-nordic&searchVariation=MLB23517098&wid=MLB3779253857&position=21&search_layout=grid&type=product&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db&sid=search
cartucho laser hp,Impressora função única monocromática HP 408dn 127V,2121,https://www.mercadolivre.com.br/impressora-funco-unica-monocromatica-hp-408dn-127v/p/MLB18995512\#polycard_client=search-nordic&searchVariation=MLB18995512&wid=MLB3356415538&position=31&search_layout=grid&type=product&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db&sid=search
cartucho laser hp,Toner Compatível Marca Premium Para Uso Em M3035 M3035mfp Tinta Preto,159.90,https://www.mercadolivre.com.br/toner-compativel-marca-premium-para-uso-em-m3035-m3035mfp-tinta-preto/p/MLB38277035\#polycard_client=search-nordic&searchVariation=MLB38277035&wid=MLB3779392541&position=36&search_layout=grid&type=product&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db&sid=search
cartucho laser hp,Toner Compatível Marca Premium Para Uso Em P2015 P2015dn /n,65.47,https://www.mercadolivre.com.br/toner-compativel-marca-premium-para-uso-em-p2015-p2015dn-n/p/MLB22572743\#polycard_client=search-nordic&searchVariation=MLB22572743&wid=MLB3685044757&position=22&search_layout=grid&type=product&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db&sid=search
cartucho laser hp,Toner Com Chip Cf217a Cf217 17a M130 M102 M130fw M130a,29.90,https://www.mercadolivre.com.br/toner-com-chip-cf217a-cf217-17a-m130-m102-m130fw-m130a/p/MLB23134449\#polycard_client=search-nordic&searchVariation=MLB23134449&wid=MLB4045799303&position=28&search_layout=grid&type=product&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db&sid=search
cartucho laser hp,Kit Toner Compatível Marca Premium Para Uso Em M252dw M277dw Tinta Preto Ciano Amarelo Magenta,281.94,https://www.mercadolivre.com.br/kit-toner-compativel-marca-premium-para-uso-em-m252dw-m277dw-tinta-preto-ciano-amarelo-magenta/p/MLB41183995\#polycard_client=search-nordic&searchVariation=MLB41183995&wid=MLB3891553899&position=23&search_layout=grid&type=product&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db&sid=search
cartucho laser hp,Toner Hp 103a W1103a Neverstop 1200a 1200w 1000w Tinta Preto ( ),162.80,https://www.mercadolivre.com.br/toner-hp-103a-w1103a-neverstop-1200a-1200w-1000w-tinta-preto-/p/MLB45005480\#polycard_client=search-nordic&searchVariation=MLB45005480&wid=MLB3942802363&position=26&search_layout=grid&type=product&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db&sid=search
cartucho laser hp,3x Toner Para Hp P1102w M1120 1522 M1132 Compatível Barato,199,https://produto.mercadolivre.com.br/MLB-2853992684-3x-toner-para-hp-p1102w-m1120-1522-m1132-compativel-barato-_JM?searchVariation=175483219829\#polycard_client=search-nordic&searchVariation=175483219829&position=50&search_layout=grid&type=item&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db
cartucho laser hp,"Kit 4 Toner Compatível Com Hp Laserjet M479fdw M454dw M479 M454 414x Tinta Preto, Ciano, Magenta E Yellow Smart Color",329.90,https://www.mercadolivre.com.br/kit-4-toner-compativel-com-hp-laserjet-m479fdw-m454dw-m479-m454-414x-tinta-preto-ciano-magenta-e-yellow-smart-color/p/MLB39026519\#polycard_client=search-nordic&searchVariation=MLB39026519&wid=MLB5176828090&position=14&search_layout=grid&type=product&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db&sid=search
cartucho laser hp,2x Toner Compatível Com Ce278a 278a Laser 1536dnf M1536dnf Tinta Preto,81.75,https://www.mercadolivre.com.br/2x-toner-compativel-com-ce278a-278a-laser-1536dnf-m1536dnf-tinta-preto/p/MLB37984625\#polycard_client=search-nordic&searchVariation=MLB37984625&wid=MLB3793363341&position=24&search_layout=grid&type=product&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db&sid=search
cartucho laser hp,Impressora Hp Laserjet M408dn Laser Mono 110v - 7uq75a Cor Branco,1877,https://www.mercadolivre.com.br/impressora-hp-laserjet-m408dn-laser-mono-110v-7uq75a-cor-branco/p/MLB25264974\#polycard_client=search-nordic&searchVariation=MLB25264974&wid=MLB5337680744&position=38&search_layout=grid&type=product&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db&sid=search
cartucho laser hp,Impressora função única monocromática HP Laser 107w 220V,1337,https://www.mercadolivre.com.br/impressora-funco-unica-monocromatica-hp-laser-107w-220v/p/MLB15188002\#polycard_client=search-nordic&searchVariation=MLB15188002&wid=MLB3547777394&position=39&search_layout=grid&type=product&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db&sid=search
cartucho laser hp,Impressora multifuncional cor HP Multifuncional DeskJet Ink Advantage 2874 127/220V,410,https://www.mercadolivre.com.br/impressora-multifuncional-cor-hp-multifuncional-deskjet-ink-advantage-2874-127220v/p/MLB34923702\#polycard_client=search-nordic&searchVariation=MLB34923702&wid=MLB4043576339&position=33&search_layout=grid&type=product&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db&sid=search
cartucho laser hp,Impressora multifuncional monocromática HP LaserJet 432fdn 127V,2453,https://www.mercadolivre.com.br/impressora-multifuncional-monocromatica-hp-laserjet-432fdn-127v/p/MLB17006233\#polycard_client=search-nordic&searchVariation=MLB17006233&wid=MLB3939342933&position=35&search_layout=grid&type=product&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db&sid=search
cartucho laser hp,Cartucho De Toner Maxprint 58a Preto,149.90,https://www.mercadolivre.com.br/cartucho-de-toner-maxprint-58a-preto/p/MLB36804023\#polycard_client=search-nordic&searchVariation=MLB36804023&wid=MLB5149166562&position=34&search_layout=grid&type=product&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db&sid=search
cartucho laser hp,Impressora a laser colorida Hp Laserjet Pro 4203dw A duplex Wi-Fi cor Branco,3250,https://www.mercadolivre.com.br/impressora-a-laser-colorida-hp-laserjet-pro-4203dw-a-duplex-wi-fi-cor-branco/p/MLB28360101\#polycard_client=search-nordic&searchVariation=MLB28360101&wid=MLB3886180139&position=29&search_layout=grid&type=product&tracking_id=a903d847-88f0-41cd-950e-aa48874f36db&sid=search
cartucho original hp,Kit Cartucho Hp 954 Original Officejet Pro 7740 8710 8740,839.90,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=I8ibRQvCacn43XggkhIJIaRIlzcjoZK%2FDJ0vdUsTtu83XwJETjAp%2BRN0pCYQgpzlw3cbp%2FKV8cEPaLKXgEc%2BiS2pclmktLtEhergGoKucaxj0r4QDLzRhK3Xp4rPg5dAqLOey%2FJ8rsllmFhtpGQnRNFhUNGgex0lSP8uXjwSuLM0kOeU9%2FF7PE0Msg1%2BglCY5P423stIGGHVnW3d7pXqtTLnLkdI9C0h0S77EiOfP5%2FKy4dDp8%2BdBC5KN8x8kGszwuTCws%2FbWvdARBYMb3QhAcOTjpkBus4mxWV2KXzF0AR4cBtluNTEbYQXgKnMBPd7411u5im4X8O%2FEU14CnV1bksiHkwn6KZ8OItmcS0ZQNhnZA0Sq4nXO6EolDEm1hOgJklw%2BYAv1YNNPsnhrfi9LDQHrfdKjf%2Bfkl6JkddFkE6w7k7OGbjLouKLXFwuQErqDEtsRYGeMP1%2Fr2X1u2Z3h1nWYtOTpMlU%2FBidY3MvFckHSdenYBG0xrpIN6SuPK6DPAmsp33HPcJLUCtFrUrFtFy2Pu2OK12Vl0mPiBxAhkX0%2FSce6RUFBHBf%2FMSVXdRReU1W1BRkBUWwjhM715RZ9CPWBO2%2FWDgaHkajIBnb7mk3LotLIIz7rHltOrsjg7Ve6a%2FOETHgAtJbT61BmLV5dr0WrM3Ccz0d%2FwqH1SuZoapbcuh3JRUAzCF1jsfAIlzRZtbqecrxmPhc9vgrQ2B7jdORGOdbr6Igp%2BS%2BSN%2FQ97mBu06GOLgcpc9z5IevYc4hkVSc1Y6Gc6SJQcDIGg4eGBrxvFsvQQ%3D%3D\#polycard_client=search-nordic&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&wid=MLB3656427631&sid=search
cartucho original hp,Kit 2 Cartuchos De Tinta Hp 667 Preta 2376 2774 2776 2874,199.99,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=G1PzSWZdDlWDUuofMRUIW7YafkrVb%2FXFP1%2BXyC62GmTnS%2Bk8KfN7SwqTjCx4bsXecnTZWt80DM12PJYf7adecjYvrOBU3Wh53GR9LnZLDI%2FWoQY2jthngRIC22bQNK5xFTuUFi2e7bpJjCmnScHIavVuZlC3A5tuZdE8OiY5eJDAXLXc0d4Y%2BvovSiHXD34adWVjIVd5haai4DNfT2jnhziLK8c3kyQmaX5cfIkqRjlrKBdj5JsWzCwvOJdCu67gWLo49FK7KsFWEwG2INhIcKmlpbo9F%2BwXxyJeU1e%2F%2FZ6%2FWl8oB3ylcxy4%2FXP0nxlcK6B0e7OhKawlH1r0GRv6ktKJNuUBpg6HkqU9MIlXPKndOvUhu%2BsaF91BhFND4K7V8BJZPaKVkAN%2BeAVPnVZ1u5t7rGwE1aOHcSIHUAPvRqNWMqZkKvl49O3QCPK6TGu1%2BgPpMNbX%2FH%2BJKXDydR7%2BRkdVqdhvvvewYvYmVD5%2FfHgjwnTseGYEfOnbrqAHyVhhuwd%2BFRWnLhKIm5poEwJ5jANuyxw3W9MB3dhsYXmeH2jgsNtzaalbZ1P79u7bITnJwLerHmd06wPLeLRSCaMIBfxOGgBIGwyYI73giBFttJF3NrI2p04jsqBpHb%2FzwH%2F1QQMxOYC0NEpuKYE1fOzRuNhmDYu4Hr7R%2BItgcnuIsxouEWOFEntZs%2BetCF6uFabvVcwjV%2FS30rcUqF6OjAPDgyAZxCPuRtoTdY8GmRKTKqHCBVW5vpq9z4DMm%2FLUDp48VTqk11b6DuHuMVVsjxUh8%2FjqFQ0QMg%3D%3D\#polycard_client=search-nordic&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&wid=MLB3307578101&sid=search
cartucho original hp,Hp Ink Cartridges 2x 662xl Preto / Black Cz105ab,189,https://www.mercadolivre.com.br/hp-ink-cartridges-2x-662xl-preto-black-cz105ab/p/MLB48643172\#polycard_client=search-nordic&searchVariation=MLB48643172&wid=MLB5356295280&position=4&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho De Tinta Hp 667 Cor Preto Colorido 2 Unidades,161,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-667-cor-preto-colorido-2-unidades/p/MLB38766141\#polycard_client=search-nordic&searchVariation=MLB38766141&wid=MLB5383767248&position=5&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho Hp 667 667xl Deskjet 2776 Preto,119.90,https://www.mercadolivre.com.br/cartucho-hp-667-667xl-deskjet-2776-preto/p/MLB22843608\#polycard_client=search-nordic&searchVariation=MLB22843608&wid=MLB3905774637&position=6&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Kit Cartucho Hp 664 Preto E Hp 664 Colorido,154.90,https://www.mercadolivre.com.br/kit-cartucho-hp-664-preto-e-hp-664-colorido/p/MLB36751072\#polycard_client=search-nordic&searchVariation=MLB36751072&wid=MLB3789824595&position=7&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho Hp 667 Colorido 3ym78ab,71.90,https://www.mercadolivre.com.br/cartucho-hp-667-colorido-3ym78ab/p/MLB22658653\#polycard_client=search-nordic&searchVariation=MLB22658653&wid=MLB3897978171&position=8&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,"Cartucho HP 664 Colorido(F6V28AB) Para Ink Advantage 1115, 2134, 2136, 2676, 3636, 3776, 3786, 3788,3790, 3836, 4536, 4676,5076, 5276",76.67,https://www.mercadolivre.com.br/cartucho-hp-664-coloridof6v28ab-para-ink-advantage-1115-2134-2136-2676-3636-3776-3786-37883790-3836-4536-46765076-5276/p/MLB36752265\#polycard_client=search-nordic&searchVariation=MLB36752265&wid=MLB3947461641&position=9&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho de Tinta HP 122 Preto,103.99,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-122-preto/p/MLB24113444\#polycard_client=search-nordic&searchVariation=MLB24113444&wid=MLB4678659844&position=10&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Kit 2 Cartuchos Hp 664: 1un Preto + 1un Color,163.44,https://www.mercadolivre.com.br/kit-2-cartuchos-hp-664-1un-preto-1un-color/p/MLB39028313\#polycard_client=search-nordic&searchVariation=MLB39028313&wid=MLB5277946158&position=11&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho De Tinta Hp 667 Cor Preto Do 2 Ml,78.90,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-667-cor-preto-do-2-ml/p/MLB37141763\#polycard_client=search-nordic&searchVariation=MLB37141763&wid=MLB5211173074&position=12&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Kit Cartucho Hp 938 P/ 9110 9130 9730,950,https://www.mercadolivre.com.br/kit-cartucho-hp-938-p-9110-9130-9730/p/MLB41877220\#polycard_client=search-nordic&searchVariation=MLB41877220&wid=MLB5120098024&position=13&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho de Tinta HP 60B Preto Simples CC636WB 4ml,109,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-60b-preto-simples-cc636wb-4ml/p/MLB24125481\#polycard_client=search-nordic&searchVariation=MLB24125481&wid=MLB4678626640&position=14&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho De Tinta 712 Preto 80ml Hp T210 T250 T650,418,https://www.mercadolivre.com.br/cartucho-de-tinta-712-preto-80ml-hp-t210-t250-t650/p/MLB22536214\#polycard_client=search-nordic&searchVariation=MLB22536214&wid=MLB4754899024&position=15&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho Tinta Hp 662 Colorido Advantage,76.67,https://www.mercadolivre.com.br/cartucho-tinta-hp-662-colorido-advantage/p/MLB37002235\#polycard_client=search-nordic&searchVariation=MLB37002235&wid=MLB3947485753&position=16&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,HP InkJet 45 Cartucho De Tinta Cor Preto Do 42 mL,255.90,https://www.mercadolivre.com.br/hp-inkjet-45-cartucho-de-tinta-cor-preto-do-42-ml/p/MLB36779280\#polycard_client=search-nordic&searchVariation=MLB36779280&wid=MLB5146587546&position=21&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,2 Cartuchos Hp 662 Preto E Colorido Da 2516 3516 1516 2546,190.11,https://www.mercadolivre.com.br/2-cartuchos-hp-662-preto-e-colorido-da-2516-3516-1516-2546/p/MLB36931834\#polycard_client=search-nordic&searchVariation=MLB36931834&wid=MLB3896336531&position=23&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho Hp 667xl: Tinta Color E Bk - Estoque Limitado,226.99,https://produto.mercadolivre.com.br/MLB-5360135802-cartucho-hp-667xl-tinta-color-e-bk-estoque-limitado-_JM\#polycard_client=search-nordic&position=44&search_layout=grid&type=item&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&wid=MLB5360135802&sid=search
cartucho original hp,Cartucho preto Hp 664xl,199,https://www.mercadolivre.com.br/cartucho-preto-hp-664xl/p/MLB43544566\#polycard_client=search-nordic&searchVariation=MLB43544566&wid=MLB4034327063&position=25&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho De Tinta 667xl Preto Entrega Rápida Deskjet 2776,130.90,https://produto.mercadolivre.com.br/MLB-5362449208-cartucho-de-tinta-667xl-preto-entrega-rapida-deskjet-2776-_JM\#polycard_client=search-nordic&position=45&search_layout=grid&type=item&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&wid=MLB5362449208&sid=search
cartucho original hp,Cartucho De Tinta Hp 712 Amarelo Pluk 29ml 3ed69a Wespetec,215.95,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-712-amarelo-pluk-29ml-3ed69a-wespetec/p/MLB22304579\#polycard_client=search-nordic&searchVariation=MLB22304579&wid=MLB4057991613&position=27&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho HP 667 Preto 2376 2776 6476,78.97,https://www.mercadolivre.com.br/cartucho-hp-667-preto-2376-2776-6476/p/MLB22022306\#polycard_client=search-nordic&searchVariation=MLB22022306&wid=MLB5373347484&position=29&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho Hp 711 Cz129a Black - T120/ T520,337,https://www.mercadolivre.com.br/cartucho-hp-711-cz129a-black-t120-t520/p/MLB39273129\#polycard_client=search-nordic&searchVariation=MLB39273129&wid=MLB3841613289&position=30&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho de tinta preta original HP 964xl de alto rendimento,339.90,https://www.mercadolivre.com.br/cartucho-de-tinta-preta-original-hp-964xl-de-alto-rendimento/p/MLB22298817\#polycard_client=search-nordic&searchVariation=MLB22298817&wid=MLB3707067777&position=33&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Kit Cartucho Hp 712 Original Preto 38ml Plotter T650 T250,989.90,https://produto.mercadolivre.com.br/MLB-5370440808-kit-cartucho-hp-712-original-preto-38ml-plotter-t650-t250-_JM\#polycard_client=search-nordic&position=46&search_layout=grid&type=item&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&wid=MLB5370440808&sid=search
cartucho original hp,Cartucho Hp 70 C9455a Light Magenta - Z3200 -z3100- Z3200ps,420,https://www.mercadolivre.com.br/cartucho-hp-70-c9455a-light-magenta--z3200-z3100-z3200ps/up/MLBU3143699463\#polycard_client=search-nordic&searchVariation=MLBU3143699463&wid=MLB4044104113&position=35&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Kit 2 Cartuchos Hp 664 Hp 2136 3636 3836 4536 4676,169.90,https://www.mercadolivre.com.br/kit-2-cartuchos-hp-664-hp-2136-3636-3836-4536-4676/p/MLB39092873\#polycard_client=search-nordic&searchVariation=MLB39092873&wid=MLB5012110756&position=37&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho De Tinta Hp Kit122 Cor Preto + Colorido,209,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-kit122-cor-preto-colorido/p/MLB36918384\#polycard_client=search-nordic&searchVariation=MLB36918384&wid=MLB4766603384&position=39&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho De Tinta 667xl Preto Em Estoque Ink Advantage 6076,139.90,https://produto.mercadolivre.com.br/MLB-5362449212-cartucho-de-tinta-667xl-preto-em-estoque-ink-advantage-6076-_JM\#polycard_client=search-nordic&position=47&search_layout=grid&type=item&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&wid=MLB5362449212&sid=search
cartucho original hp,Cartucho de Plotter HP 711 CZ133AB Color Preto,503,https://www.mercadolivre.com.br/cartucho-de-plotter-hp-711-cz133ab-color-preto/p/MLB37152290\#polycard_client=search-nordic&searchVariation=MLB37152290&wid=MLB3725302165&position=41&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho de tinta preta HP 122,103.90,https://www.mercadolivre.com.br/cartucho-de-tinta-preta-hp-122/p/MLB36780554\#polycard_client=search-nordic&searchVariation=MLB36780554&wid=MLB5157792798&position=42&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho De Tinta Hp 7720 8700 954xl L0s62ab Ciano,239.99,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-7720-8700-954xl-l0s62ab-ciano/p/MLB36792316\#polycard_client=search-nordic&searchVariation=MLB36792316&wid=MLB3896444575&position=43&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Kit Original Hp 60 Black + Color - Estoque Limitado,199.14,https://produto.mercadolivre.com.br/MLB-4038855813-kit-original-hp-60-black-color-estoque-limitado-_JM\#polycard_client=search-nordic&position=48&search_layout=grid&type=item&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&wid=MLB4038855813&sid=search
cartucho original hp,Cartucho Tinta Hp 662 Preto E Colorido Advantage,176,https://www.mercadolivre.com.br/cartucho-tinta-hp-662-preto-e-colorido-advantage/p/MLB39023322\#polycard_client=search-nordic&searchVariation=MLB39023322&wid=MLB5261282022&position=18&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Kit Cartucho Hp 664 Preto + Hp 664 Colorido Original Nf,154.90,https://produto.mercadolivre.com.br/MLB-3670283480-kit-cartucho-hp-664-preto-hp-664-colorido-original-nf-_JM\#polycard_client=search-nordic&position=49&search_layout=grid&type=item&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&wid=MLB3670283480&sid=search
cartucho original hp,Cartucho Hp 711 Magenta 29ml Cz131ab T120 T520 Wespetec,296.80,https://www.mercadolivre.com.br/cartucho-hp-711-magenta-29ml-cz131ab-t120-t520-wespetec/p/MLB24113440\#polycard_client=search-nordic&searchVariation=MLB24113440&wid=MLB4716364734&position=17&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho Tinta Hp 964 9020 9010 Preto 3ja53al,219,https://www.mercadolivre.com.br/cartucho-tinta-hp-964-9020-9010-preto-3ja53al/p/MLB22270168\#polycard_client=search-nordic&searchVariation=MLB22270168&wid=MLB4706659634&position=19&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho Hp 664xl 664 Xl Preto Original Hp E Lacrado,105.41,https://produto.mercadolivre.com.br/MLB-5144929748-cartucho-hp-664xl-664-xl-preto-original-hp-e-lacrado-_JM\#polycard_client=search-nordic&position=50&search_layout=grid&type=item&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&wid=MLB5144929748&sid=search
cartucho original hp,Cartucho de tinta magenta Hp 954xl,268,https://www.mercadolivre.com.br/cartucho-de-tinta-magenta-hp-954xl/p/MLB24127361\#polycard_client=search-nordic&searchVariation=MLB24127361&wid=MLB4716340490&position=20&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho de tinta amarelo Hp 938,259.80,https://www.mercadolivre.com.br/cartucho-de-tinta-amarelo-hp-938/p/MLB42068834\#polycard_client=search-nordic&searchVariation=MLB42068834&wid=MLB3915146751&position=22&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Kit Cartucho De Tinta Hp 662 Preto+ 662 Colorido,159.90,https://www.mercadolivre.com.br/kit-cartucho-de-tinta-hp-662-preto-662-colorido/p/MLB39019551\#polycard_client=search-nordic&searchVariation=MLB39019551&wid=MLB3981747525&position=24&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Cartucho De Tinta Hp 662 Cor Color Do 2 Ml,71.99,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-662-cor-color-do-2-ml/p/MLB36931792\#polycard_client=search-nordic&searchVariation=MLB36931792&wid=MLB3713389897&position=26&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Kit Cartucho Hp 662 Cz103ab Preto + Cz104ab Color,159.90,https://www.mercadolivre.com.br/kit-cartucho-hp-662-cz103ab-preto-cz104ab-color/p/MLB41237931\#polycard_client=search-nordic&searchVariation=MLB41237931&wid=MLB3981975795&position=28&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
cartucho original hp,Kit Cartucho De Tinta Hp 662xl Preto + Colorido,349.90,https://www.mercadolivre.com.br/kit-cartucho-de-tinta-hp-662xl-preto-colorido/p/MLB39018917\#polycard_client=search-nordic&searchVariation=MLB39018917&wid=MLB3926083161&position=31&search_layout=grid&type=product&tracking_id=652cbd13-a543-4a7b-9c14-0cc40435b642&sid=search
